title	text
ភូមិន្ទ	<p>--មិន បា.; សំ. (ន.) (&lt; ភូមិ + ឥន្ទ; &lt; ភូមិ + ឥន្ទ្រ) អ្នក​ដែល​ជា​ធំ​ជាង​អស់​ប្រជាជន​លើ​ផែន​ដី (ព្រះ​រាជា) ។ សព្ទ​ថា ភូធន, ភូធរ, ភូធរេស ឬ ភូធរេស្វរ៍, ភូនាថ, ភូនាយក, ភូនេតា, ភូបតី, ភូបាល, ភូបេន្ទ្រ, ភូបេស ឬ ភូបេស្វរ៍, ភូភុជៈ, ភូមិន្ទ, ភូមិប; ភូមិស្សរៈ, ភូមេន្ទ្រ, ភូមេស ឬ ភូមេស្វរ៍, ភូវន័យ, ភូវនាថ, ភូវនាយក, ភូសក្ក ឬ ភូសក្រ... ទាំងអស់​នេះ​ប្រែ​ថា ព្រះ​រាជា ដូច​គ្នា ប្លែក​បន្តិចបន្តួច​តែ​រាជ​សព្ទ​ធំ​តូច​ជាង​គ្នា​ប៉ុណ្ណោះ, ត្រូវ​ប្រើ​ពាក្យ​ថា ព្រះ ដាក់​នាំ​ខាង​ដើម​ផ្សំ​ផង, តែ​បើ​ប្រើ​ក្នុង​កា
ភូមិបាល	<p>--មិ-- បា. (ន.) (ភូមិ + បាល) ឈ្មោះ​ក្រុម​ក្នុង​ក្រសួង​រាជការ មាន​មុខងារ​នាទី​ខាង​កាន់​កាប់​បញ្ជី​ដី​ភូមិ និង​ដី​ស្រែ​ចម្ការ​របស់​ប្រជា​ពលរដ្ឋ: ការិយាល័យ​នៃ​ភូមិ​បាល, ចាត់​ភ្នាក់ងារ​ភូមិ​បាល​ឲ្យ​ទៅ​អង្កេត​ដី​ចម្ការ​ដែល​កើត​ហេតុ ។</p>
ភូមិសាស្ត្រ	<p>ភូ-មិសាស សំ.; បា. (ន.) (ភូមិ + ឝាស្ត្រ; ភូមិ + សត្ថ) គម្ពីរ​សម្ដែង​អំពី​ផែន​ដី, អំពី​ភូមិ​ប្រទេស​ផ្សេង​ៗ, ក្បួន​និយាយ​អំពី​ផែន​ទី​លោក, ការ​និយាយ​អំពី​លក្ខណៈ, សភាព​ឬ​ប្រភេទ​នៃ​ផែន​ដី​ជាដើម តាម​របៀប​វិទ្យា​សាស្ត្រ: រៀន​ភូមិ​សាស្ត្រ (បារ. Géographie)។ ភូមិ​សាស្ត្រាចារ្យ គ្រូ​បង្រៀន​ភូមិ​សាស្ត្រ ។ ភូមិ​សាស្ត្រិន អ្នក​ចេះ​ភូមិ​សាស្រ្ត ។</p>
ភូមី	<p>(ន.) ពាក្យ​ប្រើ​ក្លាយ​មក​អំពី ភូមិ; ខ្មែរ​ប្រើ​ក្នុង​កាព្យ​សំដៅ​សេចក្ដី​ថា ព្រះ​រាជា ក៏​មាន: ព្រះ​ភូមី ។</p>
ភូមេន្ទ្រ	<p>(ម. ព. ភូមិន្ទ) ។</p>
ភូមោ	<p>ភមូ បា.; សំ. (ន.) (ភមុ ឬ ភមុក; ភ្រូ ឬ ភ្រមរក) ចិញ្ចើម, រោមចិញ្ចើម; (រ.ស.): ព្រះភមូ ឬ ព្រះភមោ (ហៅក្លាយជា) ភូមោ ក៏មាន) ។</p>
ភូវន័យ	<p>ភូវៈនៃ បា. (ន.) (ភូ &gt; ភូវ “ផែន​ដី” + នយ “នាំ; អ្នក​ដឹក​នាំ”) អ្នក​ដឹក​នាំ​ប្រជានិករ ដែល​នៅ​លើ​ផែន​ដី​ជា​ព្រះ​រាជាណាចក្រ​របស់​ព្រះ​អង្គ... (ព្រះ​រាជា) ។ ម. ព. ភូបាល ទៀត​ផង ។</p>
ភូវាំង	<p>(ន.) សត្វ​ស្លាប​មួយ​ប្រភេទ​រូប​ភាព​ស្រដៀង​នឹង​កេងកង ច្រើន​នៅ​ព្រៃ​ភ្នំ សម្រែក​របស់​វា​គួរ​ឲ្យ​ខ្លាច ។</p>
ភូស	<p>(ឧ.) សូរ​ឮ​ដោយ​វាយ​ឬ​ទង្គុកទង្គិច​អ្វី​ៗ​ដែល​ស្ពោត, ដែល​មាន​ប្រហោង ។ ភូះ</p>
ភូសា	<p>បា.; សំ. (ន.) (ភូឞ‌ា) សំពត់​សម្រាប់​ស្លៀក​ពាក់​, គ្រឿង​ស្លៀក​ពាក់; គ្រឿង​តែង​ខ្លួន; (រ. ស.): ព្រះ​ភូសា (រាជ​សព្ទ​បុរាណ​ប្រើ​ចំពោះ​តែ​អាវ​សម្រាប់​ក្សត្រិយ៍​ទ្រង់​រាជ្យ: ព្រះ​ពស្ត្រ​ព្រះ​ភូសា សំពត់​ស្លៀក​និង​អាវ​សម្រាប់​ក្សត្រិយ៍​ទ្រង់) ។</p>
ភូសា​មាលា	<p>(ន.) អ្នក​ថែ​រក្សា​គ្រឿង​តែង​ព្រះ​អង្គ (សម្រាប់​ក្សត្រិយ៍​ទ្រង់​រាជ្យ): ក្រុម​ភូសា​មាលា (ម. ព. ភូសា និង មាលា ផង) ។</p>
ភូះ	<p>(ម. ព. ភូស) ។</p>
ភួង	<p>พวง ស. (ន.) (ព្វង អ. ថ. ភួង) កម្រង, ចង្កោម: ភួង​ផ្កា ។ ភួង​មាលា ចង្កោម, សំណុំ​ឬ​បាច់​ផ្កា​ក្រង (ព. កា. ប្រើ​ជា ភួង​មាល័យ ក៏​បាន) ។</p>
ភួយ	<p>(ន.) មើល​ក្នុង​ពាក្យ ផួយ ។</p>
ភើ	<p>eruct/belch (កិ.) ចេញ​ខ្យល់​តាម​មាត់​ដោយ​ឆ្អែត​អាហារ​ឬ​ដោយ​ខ្យល់​ច្រើន​ក្នុង​ពោះ​ច្រាល​ឡើង ។ eructation/belching, éructation ន. ដំណើរ​ភើ, ខ្យល់​ដែល​ភើ​ចេញ​មក ។ ដំណើរចេញឧស្ម័នពីក្រពះមកតាមមាត់។ ឧ.អ្នកឈឺក្រពះច្រើនមានភើជាញឹកញាប់។</p>
ភើច	<p>(កិ.) ចាប់​រោច​យក​ឬ​ចាប់​ទាញ​ចេញ​ឲ្យ​ដោយ​មក​ដោយ​ឡែក: ភើច​ឧស, ភើច​កណ្ដាប់​ស្រូវ ។</p>
ភើត​ៗ	<p>(កិ. ឬ កិ. វិ.) ផើត​ៗ; ហើប​ៗ ។</p>
ភឿន	<p>ល. ស. (ន.) ក្លើ; មិត្រ​សំឡាញ់​យ៉ាង​ស្និទ្ធ; គ្នា; អ្នក​ដែល​នៅ​ជា​មួយ​គ្នា ។ เพื่อน</p>
ភៀស	<p>(កិ.) វេះ​ឬ​ដោះ​គេច​ចេញ​បំបាត់​ខ្លួន; គេច​ចេញ​ដោយ​ក្លែង​ខ្លួន ឬ​ប្លែង​ឈ្មោះ​មិន​ឲ្យ​គេ​ស្គាល់: ភៀស​ចេញ​បាត់; ភៀស​ខ្លួន ។ ភៀស នេះ​ជា​ពាក្យ​ឃ្លាត​ក្លាយ​ឆ្ងាយ​មក​ពី​ពាក្យ វេស បា. ដូច​ជា អញ្ញាតក​វេស “ការ​គេច​ខ្លួន​មិន​ឲ្យ​គេ​ស្គាល់” នោះ​ទេ​ដឹង (?) ។ (ម. ព. អញ្ញាតក​វេស និង អញ្ញាតក​វេសក ទៀត​ផង) ។</p>
ភេជ្ជ​រូប	<p>ភេច-ជៈរូប បា. (គុ. ឬ ន.) (ដែល​មាន​សភាព​ឆាប់​ធ្លុះ​ធ្លាយ, ឆាប់​បែក, ដែល​មិន​ជាប់​បាន​យូរ, ឆាប់​ខូច, មិន​ជា​ស្ថាពរ: របស់​ភេជ្ជ​រូប ។ ព. ផ្ទ. អភេជ្ជ​រូប ។</p>
ភេត្រា	<p>សំ. (ន.) (វៃហិត្រ ឬ វោហិត្ថ) សំពៅ (ជា​នាវា​ឥត​គ្រឿង​ចក្រ ប្រើ​ឲ្យ​លឿន​ដោយ​កម្លាំង​ខ្យល់​ជក់​ក្ដោង) ។</p>
ភេទ	<p>ភេត សំ. បា. (ន.) ដំណើរ​ធ្លាយ, ការ​ទម្លាយ; ដំណើរ​បែក, ការ​បំបែក; ការ​ចែក; ប្រភេទ, សេចក្ដី​ផ្សេង​ៗ ។ ខ្មែរ​ប្រើ​សំដៅ​សេចក្ដី​ថា “ភាព, បែប​ភាព, ភាព​ផ្សេង​គ្នា” ក៏​បាន: ភេទ​បុរស, ភេទ​ស្ត្រី; ភេទ​គ្រហស្ថ, ភេទ​បព្វជិត ។</p>
ភេរវៈ	<p>--រៈ-- បា.; សំ. (គុ.) (ភៃរវ) ដែល​គួរ​ខ្លាច, ដែល​គួរ​ស្បើម, គួរ​ភ្លឹក, គួរ​ស្លុត​រន្ធត់ ។ ពាក្យ​នេះ​ច្រើន ប្រើ​រៀង​ខាង​ដើម​សព្ទ​ឯ​ទៀត ដូច​ជា ភេរវ​កម្ម, ភេរវ​សព្ទ ជាដើម ។ ភេរវ​កម្ម អំពើ​ដែល​គួរ​ខ្លាច, គួរ​ឲ្យ​តក់ស្លុត, អំពើ​ចលាចល​ជ្រួល​ច្របល់ ដែល​បណ្ដាល​មក​ពី​ការ​ធ្វើ​ឃាត​កម្ម​ ដោយ​សម្ងាត់​ជាដើម: នាំ​បង្ក​បង្កើត​ភេវរ​កម្ម ។ ភេវរ​ជន ជន​អ្នក​បង្ក​បង្កើត​ភេវរ​កម្ម ។ ភេវរ​ភាព ភាព​ដែល​គួរ​ឲ្យ​ខ្លាច ។ ភេវរ​សញ្ញា សញ្ញា​ដែល​គេ​ធ្វើ​ឲ្យ​ដឹង​ថា មាន​ភ័យ​អាសន្ន, ដំណឹង​ជា​គ្រឿង​សម្គាល់​ក្នុង​ពេល​ដែល​មាន​ភេរ
ភេរី	<p>សំ.; បា. (ន.) (ភេរិ ឬ ភេរី; ភេរិ) ស្គរ​ធំ: ទួង​ភេរី (វាយ​ស្គរ​ធំ) ។ ភេរី​ចរណ៍ (--ច) ន. (បា. ភេរិចរណ; សំ. ភេរិ--ឬ ភេរី--) ការ​ត្រាច់​តាម​ផ្លូវ​វាយ​ស្គរ​ធំ​ចែក​សំបុត្រ​ឬ​ប្រកាស​ដំណឹង​អ្វី​មួយ​ឲ្យ​ដឹង​ទួទៅ: ធ្វើ​ភេរី​ចរណ៍ ។ ភេរី​សញ្ញា សញ្ញា​ដោយ​ស្គរ: ស្ដាប់​ភេរី​សញ្ញា, សន្មត​គ្នា​ដោយ​ភេរី​សញ្ញា ។ ភេរី​សព្ទ សូរ, សំឡេង​ស្គរ ។</p>
ភេល	<p>(ម. ព. ជើង​ពេល) ។</p>
ភេសជ្ជ	<p>ភេស័ច សំ.; បា. (ន.) (ភេសជ្ជ; ភេឞជ្ជ ឬ ភៃឞជ្យ) ឱសថ, ថ្នាំ​បំបាត់​រោគ, ថ្នាំ​រម្ងាប់​រោគ​ (បារ. Médicament) ។ ភេសជ្ជ​ទាន ការ​ឲ្យ​ថ្នាំ​រម្ងាប់​រោគ ។ ភេសជ្ជ​បរិក្ខារ គ្រឿង​ថ្នាំ, ថ្នាំ​គ្រប់​យ៉ាង សម្រាប់​រម្ងាប់​រោគ ។ ភេសជ្ជ​ពាណិជ អ្នក​លក់​ថ្នាំ​រម្ងាប់​រោគ ។ ភេសជ្ជ​ពាណិជ្ជ ជំនួញ​លក់​ថ្នាំ​រម្ងាប់​រោគ ។ ភេសជ្ជាគារ ឬ ឱសថាគារ ផ្ទះ​លក់​ថ្នាំ​រម្ងាប់​រោគ ។ សប្បិ ទឹក​ដោះ​ថ្លា, នវនីត ទឹក​ដោះ​ខាប់, តេល ប្រេង, មធុ ទឹក​ឃ្មុំ, ផាណិត ទឹក​អំពៅ​ឬ​ស្ករ​ជាដើម ក៏​ហៅ​ថា ភេសជ្ជ​ ដែរ (ព. វិ. ពុ.) ។ សព្វ​ថ្ងៃ​ខ្មែរ
ភែលភល	<p>(គុ. ឬ កិ. វិ.) លែនលន: មនុស្ស​ភែលភល; ធ្វើ​ការ​ភីលភល ។ ភីលភល</p>
ភោក្ដា	<p>ជើង ដ សំ.; បា. (កិ.) (ភុក្ដ; ភុត្ដ) បរិភោគ​ហើយ, ស៊ី​ផឹក​ហើយ; ប៉ុន្ដែ​ដែល​ពួក​កវី​ខ្មែរ​យើង​ធ្លាប់​ប្រើ​ពាក្យ​កាព្យ​រៀង​មក សំដៅ​សេចក្ដី​ថា បរិភោគ​ហើយ ក៏​បាន, ថា កំពុង​បរិភោគ ក៏​បាន, ថា នឹង​បរិភោគ ក៏​បាន ដូច ព. កា. ថា ភាន​អើយ​អញ​ឃ្លាន តើ​បាយ​នៅ​មាន សល់​ក្ដាំង​ខ្លះ​ទេ ឲ្យ​អញ​ភោក្ដា សម្រន់​កាយេ សោះ​ពោះ​ទទេ អញ​ឃ្លាន​ណាស់​ភាន ។ (រឿង​បុណ្ណ​បុរស) ។ ប្រើ​ជា បរិភោក្ដា ក៏​បាន (សំ. បរិភុក្ដ; បា. បរិភុត្ត) ។</p>
ភោគ	<p>សំ. បា. (ន.) (ភោគ) សម្បត្តិ, ទ្រព្យ; សេចក្ដី​សុខ, ការ​បរិភោគ; សួយ; ភ្នេន, របត់, ផ្នត់...។ ភោគបតី (ភោគៈប៉ៈដី) ម្ចាស់​ទ្រព្យ; អ្នក​មាន​ទ្រព្យ; អ្នក​ត្រួតត្រា​ស្រុក​សួយ (ចៅហ្វាយ​ស្រុក) ។ ភោគ​ព័ស្តុ ឬ ភោគ​ភ័ស្តុ (ភោក--ព័ស ឬ-ភ័ស) ទ្រព្យ​សម្បត្តិ​ផ្សេង​ៗ ។ ភោគ​លាប (ភោគៈលាប) ការ​បាន​ទ្រព្យ; ការ​ប្រាក់ ឬ ប្រាក់​ការ; ចំណេញ ។ ភោគ​វ័ត, ភោគ​វ័ន្ត ឬ ភោគី អ្នក​មាន​ទ្រព្យ; បើ​ស្រ្តី​ជា ភោគ​វតី, ភោគ​វន្តី, ភោគិនី ។ ភោគៈ</p>
