(19) @PSA 20:9	<p-n>@Salmos 20:9</p-n>	SEÑOR, rescata al rey; ayúdanos cuando nosotros llamemos.
(19) @PSA 21:1	<p-n>@Salmos 21:1</p-n>	¡El rey se alegra en Tu fuerza, oh SEÑOR! ¡Que mucho se alegra en la salvación que Tú provees! 
(19) @PSA 21:2	<p-n>@Salmos 21:2</p-n>	Le has dado los deseos de su corazón y no haz retenido la petición de sus labios.
(19) @PSA 21:3	<p-n>@Salmos 21:3</p-n>	Porque Tú le traes ricas bendiciones; has puesto en su cabeza una corona del más puro oro. 
(19) @PSA 21:4	<p-n>@Salmos 21:4</p-n>	Él te pidió vida; Tú se la diste; Tú le diste largos días por siempre y para siempre.
(19) @PSA 21:5	<p-n>@Salmos 21:5</p-n>	Su gloria es grande por Tu victoria; Tú has puesto sobre él esplendor y majestad. 
(19) @PSA 21:6	<p-n>@Salmos 21:6</p-n>	Pues Tú le concedes bendiciones duraderas; Tú lo alegras con el gozo de Tu presencia.
(19) @PSA 21:7	<p-n>@Salmos 21:7</p-n>	Pues el rey confía en el SEÑOR; a través de la fidelidad del pacto del Altísimo, él no será movido. 
(19) @PSA 21:8	<p-n>@Salmos 21:8</p-n>	Tu mano tomará a todos Tus enemigos; Tu mano derecha tomará a aquellos que Te odian.
(19) @PSA 21:9	<p-n>@Salmos 21:9</p-n>	Al momento de Tu enojo, Tú los quemarás a ellos como en un horno ardiente. El SEÑOR los consumirá a ellos en su ira, y el fuego los devorará. 
(19) @PSA 21:10	<p-n>@Salmos 21:10</p-n>	Tú destruirás a sus retoños de la tierra y a sus descendientes de entre la raza humana.
(19) @PSA 21:11	<p-n>@Salmos 21:11</p-n>	Porque ellos pretendieron el mal en tu contra; ¡ellos concibieron una conspiración con la cual no tuvieron éxito! 
(19) @PSA 21:12	<p-n>@Salmos 21:12</p-n>	Pues Tú los hará huir; Tú tirarás Tu arco contra ellos.
(19) @PSA 21:13	<p-n>@Salmos 21:13</p-n>	Se exaltado, oh SEÑOR, en Tu fuerza; nosotros cantaremos y alabaremos Tu poder.
(19) @PSA 22:1	<p-n>@Salmos 22:1</p-n>	Dios mío, Dios mío, ¿por qué me haz abandonado? ¿Por qué estás tan lejos de sálvarme y lejos de las palabras de mi angustia? 
(19) @PSA 22:2	<p-n>@Salmos 22:2</p-n>	Dios mío, yo clamó de día, pero Tú no me contestas, ¡y en la noche no estoy en silencio!
(19) @PSA 22:3	<p-n>@Salmos 22:3</p-n>	Pero Tú aún eres Santo; Tú te sientas como Rey con las alabanzas de Israel. 
(19) @PSA 22:4	<p-n>@Salmos 22:4</p-n>	Nuestros ancestros confíaron en Ti, ellos confíaron en Ti, y Tú los rescatastes. 
(19) @PSA 22:5	<p-n>@Salmos 22:5</p-n>	Ellos clamaron a Ti y ellos fueron rescatados. Ellos confíaron en Ti y no fueron decepcionados.
(19) @PSA 22:6	<p-n>@Salmos 22:6</p-n>	Pero yo soy un gusano y no un hombre, una desgracia para la humanidad y despreciado por la gente. 
(19) @PSA 22:7	<p-n>@Salmos 22:7</p-n>	Todos esos que me ven, me insultan; ellos se burlan de mí; ellos sacuden sus cabezas a mí. 
(19) @PSA 22:8	<p-n>@Salmos 22:8</p-n>	Ellos dicen: "Él confió en el SEÑOR, deja que lo rescate el SEÑOR. Deja que Él lo rescate, porque él se deleita en Él."
(19) @PSA 22:9	<p-n>@Salmos 22:9</p-n>	Pues Tú me traíste desde el vientre; Tú me hiciste confíar en Tí cuando yo estaba en los pechos de mi madre. 
(19) @PSA 22:10	<p-n>@Salmos 22:10</p-n>	He sido entregado a Tí desde el vientre; ¡Tú eres mi Dios desde que yo estaba en el vientre de mi madre!
(19) @PSA 22:11	<p-n>@Salmos 22:11</p-n>	No estés lejos de mí, porque los problemas están cerca; no hay nadie que ayude. 
(19) @PSA 22:12	<p-n>@Salmos 22:12</p-n>	Muchos toros me rodean; fuertes toros de Basán me rodean. 
(19) @PSA 22:13	<p-n>@Salmos 22:13</p-n>	Ellos abren sus anchas bocas en contra mía, como un léon rugiente despedázando sus víctimas.
(19) @PSA 22:14	<p-n>@Salmos 22:14</p-n>	Estoy siendo derramado como agua, y todos mis huesos son dislocados. Mi corazón es como cera; se derrite junto con mis partes internas. 
(19) @PSA 22:15	<p-n>@Salmos 22:15</p-n>	Mi fuerza se ha secado como un pedazo de barro; mi lengua se pega al paladar de mi boca. Me haz puesto en el polvo de la muerte.
(19) @PSA 22:16	<p-n>@Salmos 22:16</p-n>	Pues los perros me han rodeado; una compañía de malhechores me ha cercado; ellos han traspazado mis manos y mis pies. 
(19) @PSA 22:17	<p-n>@Salmos 22:17</p-n>	Puedo contar todos mis huesos. Ellos me miran y observan.
(19) @PSA 22:18	<p-n>@Salmos 22:18</p-n>	Ellos dividen mis ropas entre ellos, ellos hechan suertes por mi ropa. 
(19) @PSA 22:19	<p-n>@Salmos 22:19</p-n>	No estés muy lejos, oh SEÑOR; ¡por favor, apúrate a ayudarme, mi Fortaleza!
(19) @PSA 22:20	<p-n>@Salmos 22:20</p-n>	Rescata mi alma de la espada, mi única vida de las garras de los perros salvajes. 
(19) @PSA 22:21	<p-n>@Salmos 22:21</p-n>	Sálvame de la boca del león; réscatame de los cuernos del buey salvaje.
(19) @PSA 22:22	<p-n>@Salmos 22:22</p-n>	Yo declararé Tu nombre a mis hermanos; en medio de la asamblea yo te alabaré a Ti. 
(19) @PSA 22:23	<p-n>@Salmos 22:23</p-n>	¡Ustedes los que temen al SEÑOR, alábenlo! ¡Todos ustedes descendientes de Jacob, honrénlo a Él! ¡Estén asombrados de Él, todos ustedes descendientes de Israel!
(19) @PSA 22:24	<p-n>@Salmos 22:24</p-n>	Porque Él no ha despreciado, ni aborrecido, el sufrimiento del afligido; el SEÑOR no ha escondido Su rostro de él; cuando el afligido clamó a Él, Él escuchó. 
(19) @PSA 22:25	<p-n>@Salmos 22:25</p-n>	Mi alabanza será por Tí en la gran asamblea; yo cumpliré mis votos ante los que le temen a Él.
(19) @PSA 22:26	<p-n>@Salmos 22:26</p-n>	El oprimido comerá y será satisfecho, aquellos quienes buscan al SEÑOR lo alabarán a Él. ¡Viva para siempre sus corazónes! 
(19) @PSA 22:27	<p-n>@Salmos 22:27</p-n>	Toda la gente de la tierra recordará y volverá al SEÑOR; todas las familias de las naciones se inclinarán ante Tí.
(19) @PSA 22:28	<p-n>@Salmos 22:28</p-n>	Porque el reino es del SEÑOR; Él es el gobernante sobre todas las naciones. 
(19) @PSA 22:29	<p-n>@Salmos 22:29</p-n>	Toda la gente próspera de la tierra comerá y adorará; todos los que descienden al polvo se inclinarán ante Él, aún esos que no pueden preservar sus propias vidas.
(19) @PSA 22:30	<p-n>@Salmos 22:30</p-n>	La generación que viene le servirá a Él, ellos le hablarán a la próxima generación sobre el SEÑOR. 
(19) @PSA 22:31	<p-n>@Salmos 22:31</p-n>	Ellos vendrán y hablarán de Su justicia; ¡ellos dirán a gente que aún no ha nacido lo que Él ha hecho!
(19) @PSA 23:1	<p-n>@Salmos 23:1</p-n>	El SEÑOR es mi pastor; no me faltará nada. 
(19) @PSA 23:2	<p-n>@Salmos 23:2</p-n>	Él hace que me recueste en pastos verdes; Él me guía al lado de aguas tranquilas.
(19) @PSA 23:3	<p-n>@Salmos 23:3</p-n>	Él trae de vuelta mi vida; él me guía a través de caminos correctos por el bien de Su nombre.
(19) @PSA 23:4	<p-n>@Salmos 23:4</p-n>	Aunque camine por un valle de sombra más oscura, no temeré al daño ya que Tú estás conmigo, tu vara y tu bastón me confortan.
(19) @PSA 23:5	<p-n>@Salmos 23:5</p-n>	Tú preparas mesa delante de mí, en presencia de mis enemigos; Tú haz ungido mi cabeza con aceite; mi copa rebosa.
(19) @PSA 23:6	<p-n>@Salmos 23:6</p-n>	Seguramente la bondad y la fidelidad del pacto me perseguirán todos los días de mi vida, ¡y yo viviré en la casa del SEÑOR por muy largo tiempo!
(19) @PSA 24:1	<p-n>@Salmos 24:1</p-n>	La tierra es del SEÑOR, y su plenitud, el mundo y todo lo que vive en él. 
(19) @PSA 24:2	<p-n>@Salmos 24:2</p-n>	Él lo fundó sobre los mares y lo estableció en los ríos.
(19) @PSA 24:3	<p-n>@Salmos 24:3</p-n>	¿Quién subirá al monte del SEÑOR? ¿Quién se pondrá en pie en Su lugar santo? 
(19) @PSA 24:4	<p-n>@Salmos 24:4</p-n>	Aquel que tiene las manos limpias y el corazón puro; quien no se ha levantado en falsedad y no ha jurado un juramento con la intención de engañar.
(19) @PSA 24:5	<p-n>@Salmos 24:5</p-n>	Él recibirá bendición del SEÑOR y justicia del Dios de su salvación. 
(19) @PSA 24:6	<p-n>@Salmos 24:6</p-n>	Así es la generación de aquellos que lo buscan a Él, aquellos quienes buscan el rostro del Dios de Jacob.
(19) @PSA 24:7	<p-n>@Salmos 24:7</p-n>	¡Levanten sus cabezas, ustedes puertas; sean levantadas, puertas eternas, para que el Rey de gloria pueda entrar! 
(19) @PSA 24:8	<p-n>@Salmos 24:8</p-n>	¿Quién es éste Rey de gloria? El SEÑOR fuerte y poderoso; el SEÑOR, poderoso en batalla.
(19) @PSA 24:9	<p-n>@Salmos 24:9</p-n>	¡Levanten sus cabezas, ustedes puertas; sean levantadas, puertas eternas, para que el Rey de gloria pueda entrar! 
(19) @PSA 24:10	<p-n>@Salmos 24:10</p-n>	¿Quién es éste Rey de gloria? El SEÑOR de los ejércitos, él es el Rey de gloria.
(19) @PSA 25:1	<p-n>@Salmos 25:1</p-n>	¡A tí, SEÑOR, yo levanto mi vida! 
(19) @PSA 25:2	<p-n>@Salmos 25:2</p-n>	Mi Dios, yo confío en Ti. No permitas que sea humillado; no permitas que mis enemigos se regocigen triunfantes sobre mí. 
(19) @PSA 25:3	<p-n>@Salmos 25:3</p-n>	¡Que ninguno que tiene su esperanza en Ti sea deshonrado, que aquellos que actúan traicioneramente sin causa sean avergonzados!
(19) @PSA 25:4	<p-n>@Salmos 25:4</p-n>	Hazme conocer Tus sendas, oh SEÑOR; enséñame Tus caminos. 
(19) @PSA 25:5	<p-n>@Salmos 25:5</p-n>	Guíame en Tu verdad y enséñame, porque Tú eres el Dios de mi salvación; en Ti espero todo el día.
(19) @PSA 25:6	<p-n>@Salmos 25:6</p-n>	Trae a memoria, oh SEÑOR, Tus actos de compasión y Tu pacto de fidelidad; porque ellos han existido siempre. 
(19) @PSA 25:7	<p-n>@Salmos 25:7</p-n>	¡No pienses en los pecados de mi juventud o en mi rebeldía; piensa en mí con pacto de fidelidad por causa de tu bondad, oh SEÑOR!
(19) @PSA 25:8	<p-n>@Salmos 25:8</p-n>	El SEÑOR es bueno y recto; por lo tanto le enseña el camino a los pecadores. 
(19) @PSA 25:9	<p-n>@Salmos 25:9</p-n>	Él guía al humilde en lo que es correcto y le enseña Su camino.
(19) @PSA 25:10	<p-n>@Salmos 25:10</p-n>	Todos los caminos del SEÑOR son firmes en amor y fidelidad para aquellos que guardan Su pacto y sus mandamientos solemnes. 
(19) @PSA 25:11	<p-n>@Salmos 25:11</p-n>	Por causa de tu nombre, SEÑOR, perdona mi pecado, porque es grande.
(19) @PSA 25:12	<p-n>@Salmos 25:12</p-n>	¿Quién es el hombre que teme al SEÑOR? El SEÑOR lo instruirá en el camino que debe escoger. 
(19) @PSA 25:13	<p-n>@Salmos 25:13</p-n>	Su vida será próspera y sus descendientes heredarán la tierra.
(19) @PSA 25:14	<p-n>@Salmos 25:14</p-n>	La amistad del SEÑOR es para aquellos que le honran y les hace conocer Su pacto. 
(19) @PSA 25:15	<p-n>@Salmos 25:15</p-n>	Mis ojos están siempre en el SEÑOR, porque Él librara mis pies de la red. 
(19) @PSA 25:16	<p-n>@Salmos 25:16</p-n>	Vuélvete a mí y ten misericordia porque estoy solo y afligido.
(19) @PSA 25:17	<p-n>@Salmos 25:17</p-n>	¡Las angustias de mi corazón se han engrandecido; sácame de mi angustia! 
(19) @PSA 25:18	<p-n>@Salmos 25:18</p-n>	Mira mi aflicción y mi fatiga; perdona mis pecados. 
(19) @PSA 25:19	<p-n>@Salmos 25:19</p-n>	Mira mis enemigos, porque ellos son muchos; ellos me odian con odio cruel.
(19) @PSA 25:20	<p-n>@Salmos 25:20</p-n>	¡Proteje mi vida y rescátame; no permitas que sea humillado, porque en Ti me refugio! 
(19) @PSA 25:21	<p-n>@Salmos 25:21</p-n>	Que la integridad y la rectitud me preserven; porque en Ti confío.
(19) @PSA 25:22	<p-n>@Salmos 25:22</p-n>	Rescata a Israel, oh Dios, de todas sus dificultades.
(19) @PSA 26:1	<p-n>@Salmos 26:1</p-n>	Júzgame, SEÑOR, porque he andado en integridad; yo he confiado en el SEÑOR sin dudar. 
(19) @PSA 26:2	<p-n>@Salmos 26:2</p-n>	¡Examíname, oh SEÑOR, pruébame; prueba la puerza de mis íntimos pensamientos y de mi corazón! 
(19) @PSA 26:3	<p-n>@Salmos 26:3</p-n>	Pues Tu pacto de fidelidad está ante mis ojos y yo camino en tu fidelidad.
(19) @PSA 26:4	<p-n>@Salmos 26:4</p-n>	No me asocio con gente engañadora, tampoco me uno con gente deshonesta. 
(19) @PSA 26:5	<p-n>@Salmos 26:5</p-n>	Odio la reunión de los malhechores y no vivo con el malvado.
(19) @PSA 26:6	<p-n>@Salmos 26:6</p-n>	Lavo mis manos en inocencia y así caminaré alrededor de tu altar, oh SEÑOR, 
(19) @PSA 26:7	<p-n>@Salmos 26:7</p-n>	para cantar en voz alta una canción de alabanza y declarar todos tus hechos maravillosos. 
(19) @PSA 26:8	<p-n>@Salmos 26:8</p-n>	oh SEÑOR, yo amo la casa donde vives, el lugar donde habita Tu gloria.
(19) @PSA 26:9	<p-n>@Salmos 26:9</p-n>	No me barras junto con los pecadores, o mi vida con la gente que está sedienta de sangre, 
(19) @PSA 26:10	<p-n>@Salmos 26:10</p-n>	en cuyas manos hay conspiración y cuya mano derecha está llena de sobornos.
(19) @PSA 26:11	<p-n>@Salmos 26:11</p-n>	Pero en cuanto a mí, yo caminaré en integridad; redímeme y ten misericordia de mí. 
(19) @PSA 26:12	<p-n>@Salmos 26:12</p-n>	Mi pie está sobre tierra firme; en la asamblea bendeciré al SEÑOR.
(19) @PSA 27:1	<p-n>@Salmos 27:1</p-n>	El SEÑOR es mi luz y mi salvación; ¿a quien yo debo temer? El SEÑOR es el refugio de mi vida; ¿A quién debería temer?
(19) @PSA 27:2	<p-n>@Salmos 27:2</p-n>	Cuando los hacedores de maldad se acercaron a mí para devorar mi carne, mis adversarios y mis enemigos tropezaron y cayeron. 
(19) @PSA 27:3	<p-n>@Salmos 27:3</p-n>	Aunque un ejercito acampe contra mí, mi corazón no temerá; aunque guerra se levante en mi contra, aún así yo me mantendré confiado.
(19) @PSA 27:4	<p-n>@Salmos 27:4</p-n>	Una cosa yo le he pedido al SEÑOR, y yo buscaré esto: que yo pueda vivir en la casa del SEÑOR todos los días de mi vida, para ver la belleza del SEÑOR y para meditar en Su templo.
(19) @PSA 27:5	<p-n>@Salmos 27:5</p-n>	Pues en los días de dificultades Él me esconderá en Su refugio; en la cobertura de Su tienda el me esconderá. ¡Él me levantará alto en una roca! 
(19) @PSA 27:6	<p-n>@Salmos 27:6</p-n>	¡Entonces mi cabeza será levantada en alto sobre mis enemigos alrededor de mí, y yo ofreceré sacrificios de alegría en Su tienda! ¡Yo cantaré y haré canciones al SEÑOR!
(19) @PSA 27:7	<p-n>@Salmos 27:7</p-n>	¡Oye, oh SEÑOR, mi voz cuando yo a Ti clamo! ¡Ten misericordia de mí, y contéstame! 
(19) @PSA 27:8	<p-n>@Salmos 27:8</p-n>	Mi corazón dice de Tí: "Busca Su rostro" ¡Tu rostro yo busco, oh SEÑOR!
(19) @PSA 27:9	<p-n>@Salmos 27:9</p-n>	¡No escondas Tu rostro de mí, no apartes a Tu siervo en ira! ¡Tu has sido mi ayudador, no me dejes ni me abandones, Dios de mi salvación! 
(19) @PSA 27:10	<p-n>@Salmos 27:10</p-n>	Aún si mi padre y madre me dejaren, El SEÑOR me tomará.
(19) @PSA 27:11	<p-n>@Salmos 27:11</p-n>	¡Enséñame Tus caminos, oh SEÑOR! Guíame por sendas llanas a causa de mis enemigos. 
(19) @PSA 27:12	<p-n>@Salmos 27:12</p-n>	¡No me entregues a los deseos de mis enemigos, porque falsos testigos se han levantado contra mí, y ellos respiran violencia!
(19) @PSA 27:13	<p-n>@Salmos 27:13</p-n>	¿Qué me hubiera pasado si yo no hubiera creído que yo vería la bondad del SEÑOR en la tierra de los vivientes? 
(19) @PSA 27:14	<p-n>@Salmos 27:14</p-n>	¡Espera al SEÑOR; se fuerte, y que tu corazón sea valiente! ¡Espera al SEÑOR!
(19) @PSA 28:1	<p-n>@Salmos 28:1</p-n>	A tí, oh SEÑOR, yo clamo, roca mía, no me ingnores. Si Tu no me respondes, yo acompañaré a aquellos que bajan a la sepultura. 
(19) @PSA 28:2	<p-n>@Salmos 28:2</p-n>	¡Escucha el sonido de mi súplica cuando pido por Tu ayuda, cuando yo levanto mis manos hacia Tu lugar santísimo!
(19) @PSA 28:3	<p-n>@Salmos 28:3</p-n>	No me arrastres lejos con los malvados, aquellos que hacen iniquidad, quienes hablan paz con sus vecinos pero tienen maldad en sus corazones. 
(19) @PSA 28:4	<p-n>@Salmos 28:4</p-n>	Dale a ellos lo que sus obras merecen y págales lo que su maldad demanda, págales por el trabajo de sus manos y devuelve a ellos lo que se merecen. 
(19) @PSA 28:5	<p-n>@Salmos 28:5</p-n>	Porque ellos no entienden las obras del SEÑOR o el trabajo de Sus manos, Él los derrumbará y nunca los reconstruirá.
(19) @PSA 28:6	<p-n>@Salmos 28:6</p-n>	¡Bendito sea El SEÑOR porque ha escuchado el sonido de mi ruego! 
(19) @PSA 28:7	<p-n>@Salmos 28:7</p-n>	El SEÑOR es mi fuerza y mi escudo; mi corazón confía en Él, y yo soy ayudado. Por esto mi corazón se regocija grandemente, y yo Le adoraré con canciones. 
(19) @PSA 28:8	<p-n>@Salmos 28:8</p-n>	El SEÑOR es la fuerza de su pueblo y Él es el refugio de salvación de Su ungido.
(19) @PSA 28:9	<p-n>@Salmos 28:9</p-n>	Salva a Tu pueblo y bendice Tu heredad. Sé su pastor y guíalos por siempre.
(19) @PSA 29:1	<p-n>@Salmos 29:1</p-n>	¡Den alabanzas al SEÑOR, ustedes hijos de Dios! Den alabanzas al SEÑOR por su gloria y su fortaleza. 
(19) @PSA 29:2	<p-n>@Salmos 29:2</p-n>	Den al SEÑOR la gloria que su nombre merece. Inclínense ante el SEÑOR en el esplendor de la santidad.
(19) @PSA 29:3	<p-n>@Salmos 29:3</p-n>	La voz del SEÑOR es escuchada sobre las aguas; la gloria de Dios truena, El SEÑOR truena sobre muchas aguas. 
(19) @PSA 29:4	<p-n>@Salmos 29:4</p-n>	La voz del SEÑOR es poderosa; la voz del SEÑOR es majestuosa. 
(19) @PSA 29:5	<p-n>@Salmos 29:5</p-n>	La voz del SEÑOR rompe los cedros; el SEÑOR rompe en pedazos los cedros del Líbano.
(19) @PSA 29:6	<p-n>@Salmos 29:6</p-n>	Él hace al Líbano saltar como un becerro y a Sirión como un búfalo joven. 
(19) @PSA 29:7	<p-n>@Salmos 29:7</p-n>	La voz del SEÑOR envía llamas de fuego. 
(19) @PSA 29:8	<p-n>@Salmos 29:8</p-n>	La voz del SEÑOR estremece el desierto; el SEÑOR estremece el desierto de Cades.
(19) @PSA 29:9	<p-n>@Salmos 29:9</p-n>	La voz del SEÑOR hace que los robles se tuerzan y desnuda el bosque. Todos en Su templo dicen: "¡Gloria!" 
(19) @PSA 29:10	<p-n>@Salmos 29:10</p-n>	El SEÑOR se sienta como el Rey sobre la inundación; el SEÑOR se sienta como el Rey para siempre.
(19) @PSA 29:11	<p-n>@Salmos 29:11</p-n>	El SEÑOR da fuerza a su pueblo; el SEÑOR bendice a su pueblo con paz.
(19) @PSA 30:1	<p-n>@Salmos 30:1</p-n>	Yo te exaltaré, oh SEÑOR, porque me has levantado y no has permitido que mis enemigos se alegren sobre mí. 
(19) @PSA 30:2	<p-n>@Salmos 30:2</p-n>	SEÑOR, mi Dios, yo clamé a Ti por ayuda, y Tú me sanaste. 
(19) @PSA 30:3	<p-n>@Salmos 30:3</p-n>	SEÑOR, Tú has levantado mi alma del Seol; haz guardado mi vida de bajar a la tumba.
(19) @PSA 30:4	<p-n>@Salmos 30:4</p-n>	¡Canten alabanzas al SEÑOR, ustedes su gente fiel! Den gracias cuando ustedes recuerden Su santidad. 
(19) @PSA 30:5	<p-n>@Salmos 30:5</p-n>	Porque Su enojo dura solo un momento; pero Su favor es para toda la vida. El llanto viene por una noche, pero en la mañana viene la alegría.
(19) @PSA 30:6	<p-n>@Salmos 30:6</p-n>	Confiadamente dije: "Jamás seré sacudido." 
(19) @PSA 30:7	<p-n>@Salmos 30:7</p-n>	SEÑOR, por Tu favor me has establecido a mí como una montaña fuerte; pero cuando escondíste Tu rostro, yo estaba turbado. 
(19) @PSA 30:8	<p-n>@Salmos 30:8</p-n>	¡Yo clamé a Ti, oh SEÑOR, y el favor de mi SEÑOR busqué!
(19) @PSA 30:9	<p-n>@Salmos 30:9</p-n>	¿Qué ventajas hay allí en mi muerte, si yo bajo a la tumba? ¿Te alabará el polvo? ¿Declarará Tu confiabilidad? 
(19) @PSA 30:10	<p-n>@Salmos 30:10</p-n>	Escucha, oh SEÑOR, ¡ten misericordia de mí! SEÑOR, sé Tú mi Ayudador.
(19) @PSA 30:11	<p-n>@Salmos 30:11</p-n>	Has cambiado mi luto por baile; has removido mi tela de saco y me haz vestido con alegría. 
(19) @PSA 30:12	<p-n>@Salmos 30:12</p-n>	Por tanto así ahora cantaré gloria mía alabanzas a Tí y no estaré callado; SEÑOR Dios mío, ¡por siempre te daré gracias a Tí!
(19) @PSA 31:1	<p-n>@Salmos 31:1</p-n>	En Tí, SEÑOR, yo tomo refugio; jamás me dejes ser humillado. Réscatame en tu justicia. 
